census_id_pid6,muniname,statename,yr_incorp
168831,CITY OF ELLSINORE,MISSOURI,1913
168985,CITY OF ELMER,MISSOURI,1960
169030,CITY OF ELMO,MISSOURI,1879
212061,CITY OF ELSBERRY,MISSOURI,1883
193646,CITY OF EMINENCE,MISSOURI,1948
169165,CITY OF EMMA,MISSOURI,1958
169185,CITY OF ESSEX,MISSOURI,1876
107664,CITY OF ETHEL,MISSOURI,1962
169128,CITY OF EUREKA,MISSOURI,1954
107611,CITY OF EVERTON,MISSOURI,1892
129530,CITY OF EWING,MISSOURI,1970
193630,CITY OF EXCELSIOR SPRINGS,MISSOURI,1881
208596,CITY OF EXETER,MISSOURI,1942
168899,CITY OF FAIR GROVE,MISSOURI,1973
129574,CITY OF FAIR PLAY,MISSOURI,1898
168783,CITY OF FAIRFAX,MISSOURI,1908
204829,CITY OF FAIRVIEW,MISSOURI,1907
168787,CITY OF FARBER,MISSOURI,1955
169108,CITY OF FARMINGTON,MISSOURI,1836
129512,CITY OF FAYETTE,MISSOURI,1855
212748,CITY OF FENTON,MISSOURI,1837
204835,CITY OF FERGUSON,MISSOURI,1894
190677,CITY OF FESTUS,MISSOURI,1887
193627,CITY OF FILLMORE,MISSOURI,1873
190665,CITY OF FISK,MISSOURI,1954
169091,CITY OF FLEMING,MISSOURI,1962
169098,CITY OF FLINT HILL,MISSOURI,1976
169129,CITY OF FLORDELL HILLS,MISSOURI,1946
169130,CITY OF FLORISSANT,MISSOURI,1786
168969,CITY OF FOLEY,MISSOURI,1900
169215,CITY OF FORDLAND,MISSOURI,1953
129510,CITY OF FOREST CITY,MISSOURI,1857
169100,CITY OF FORISTELL,MISSOURI,1980
208656,CITY OF FORSYTH,MISSOURI,1928
169059,CITY OF FRANKFORD,MISSOURI,1889
168918,CITY OF FRANKLIN,MISSOURI,1894
168987,CITY OF FREDERICKTOWN,MISSOURI,1827
129472,CITY OF FREEMAN,MISSOURI,1958
208609,CITY OF FREMONT HILLS,MISSOURI,
190683,CITY OF FROHNA,MISSOURI,1946
186257,CITY OF FRONTENAC,MISSOURI,1947
208602,CITY OF FULTON,MISSOURI,1859
169041,CITY OF GAINESVILLE,MISSOURI,1896
107731,CITY OF GALENA,MISSOURI,1903
168876,CITY OF GALLATIN,MISSOURI,1856
168900,CITY OF GALT,MISSOURI,1890
107598,CITY OF GARDEN CITY,MISSOURI,1898
129499,CITY OF GASCONADE,MISSOURI,1926
168887,CITY OF GERALD,MISSOURI,1907
204828,CITY OF GIDEON,MISSOURI,1909
202070,CITY OF GILLIAM,MISSOURI,1899
107629,CITY OF GILMAN,MISSOURI,1897
129483,CITY OF GLADSTONE,MISSOURI,1952
208622,CITY OF GLASGOW,MISSOURI,1836
168856,CITY OF GLENAIRE,MISSOURI,1950
213136,CITY OF GLENDALE,MISSOURI,1912
168796,CITY OF GOLDEN CITY,MISSOURI,1881
168981,CITY OF GOODMAN,MISSOURI,1956
168857,CITY OF GOWER,MISSOURI,1946
169031,CITY OF GRAHAM,MISSOURI,1929
168924,CITY OF GRAIN VALLEY,MISSOURI,1945
208635,CITY OF GRANBY,MISSOURI,1875
202056,CITY OF GRANDIN,MISSOURI,1963
168925,CITY OF GRANDVIEW,MISSOURI,1912
129626,CITY OF GRANT CITY,MISSOURI,1863
129615,CITY OF GREEN CITY,MISSOURI,1880
138859,CITY OF GREEN PARK,MISSOURI,1995
129565,CITY OF GREEN RIDGE,MISSOURI,1903
208655,CITY OF GREENCASTLE,MISSOURI,1881
204836,CITY OF GREENDALE,MISSOURI,1950
129489,CITY OF GREENFIELD,MISSOURI,1876
129610,CITY OF GREENTOP,MISSOURI,1870
169214,CITY OF GREENVILLE,MISSOURI,1819
204823,CITY OF GREENWOOD,MISSOURI,1963
129470,CITY OF HALE,MISSOURI,1884
208599,CITY OF HALLSVILLE,MISSOURI,1957
129462,CITY OF HAMILTON,MISSOURI,1868
190680,CITY OF HANNIBAL,MISSOURI,1845
129581,CITY OF HARDIN,MISSOURI,1888
107733,CITY OF HARRIS,MISSOURI,1887
168837,CITY OF HARRISONVILLE,MISSOURI,1856
129627,CITY OF HARTVILLE,MISSOURI,1905
107655,CITY OF HAWK POINT,MISSOURI,1908
107679,CITY OF HAYTI,MISSOURI,1896
202064,CITY OF HAYTI HEIGHTS,MISSOURI,1972
194627,CITY OF HAZELWOOD,MISSOURI,1949
186253,CITY OF HENRIETTA,MISSOURI,1874
168947,CITY OF HERCULANEUM,MISSOURI,1972
212972,CITY OF HERMANN,MISSOURI,1845
129508,CITY OF HERMITAGE,MISSOURI,1957
169083,CITY OF HIGBEE,MISSOURI,1891
168956,CITY OF HIGGINSVILLE,MISSOURI,1880
169008,CITY OF HIGH HILL,MISSOURI,1947
129480,CITY OF HIGHLANDVILLE,MISSOURI,1993
168943,CITY OF HILLSBORO,MISSOURI,1839
208614,CITY OF HOLCOMB,MISSOURI,1891
129523,CITY OF HOLDEN,MISSOURI,1861
129562,CITY OF HOLLAND,MISSOURI,1903
190690,CITY OF HOLLISTER,MISSOURI,1910
129481,CITY OF HOLT,MISSOURI,1867
168818,CITY OF HOLTS SUMMIT,MISSOURI,1973
169047,CITY OF HOMESTOWN,MISSOURI,1946
202063,CITY OF HOPKINS,MISSOURI,1872
129495,CITY OF HORNERSVILLE,MISSOURI,1840
208658,CITY OF HOUSTON,MISSOURI,1893
211776,CITY OF HOUSTON LAKE,MISSOURI,1960
107681,CITY OF HOUSTONIA,MISSOURI,1879
190681,CITY OF HOWARDVILLE,MISSOURI,1953
169069,CITY OF HUMANSVILLE,MISSOURI,1872
168802,CITY OF HUME,MISSOURI,1881
169181,CITY OF HUNNEWELL,MISSOURI,1869
169134,CITY OF HUNTLEIGH,MISSOURI,1929
169084,CITY OF HUNTSVILLE,MISSOURI,1831
107649,CITY OF HURDLAND,MISSOURI,1872
129613,CITY OF HURLEY,MISSOURI,1956
129540,CITY OF IBERIA,MISSOURI,1875
129515,CITY OF INDEPENDENCE,MISSOURI,1849
169112,CITY OF IRON MOUNTAIN LAKE,MISSOURI,1983
169212,CITY OF IRONDALE,MISSOURI,1910
129513,CITY OF IRONTON,MISSOURI,1859
168822,CITY OF JACKSON,MISSOURI,1885
204821,CITY OF JAMESPORT,MISSOURI,1872
211775,CITY OF JAMESTOWN,MISSOURI,1837
190676,CITY OF JASPER,MISSOURI,1881
168861,CITY OF JEFFERSON CITY,MISSOURI,1825
208646,CITY OF JENNINGS,MISSOURI,1946
168842,CITY OF JERICO SPRINGS,MISSOURI,
169009,CITY OF JONESBURG,MISSOURI,1955
194606,CITY OF JOPLIN,MISSOURI,1873
202058,CITY OF KAHOKA,MISSOURI,1836
186236,CITY OF KANSAS CITY,MISSOURI,1850
208611,CITY OF KEARNEY,MISSOURI,1883
168885,CITY OF KENNETT,MISSOURI,1873
168843,CITY OF KEYTESVILLE,MISSOURI,1869
168815,CITY OF KIDDER,MISSOURI,1976
107732,CITY OF KIMBERLING CITY,MISSOURI,1973
129521,CITY OF KIMMSWICK,MISSOURI,1871
193632,CITY OF KING CITY,MISSOURI,1881
168816,CITY OF KINGSTON,MISSOURI,1857
107648,CITY OF KINGSVILLE,MISSOURI,1885
129594,CITY OF KINLOCH,MISSOURI,1948
168778,CITY OF KIRKSVILLE,MISSOURI,1857
129595,CITY OF KIRKWOOD,MISSOURI,1865
208625,CITY OF KNOB NOSTER,MISSOURI,1890
129524,CITY OF KNOX CITY,MISSOURI,1959
169036,CITY OF KOSHKONONG,MISSOURI,1899
186241,CITY OF LA BELLE,MISSOURI,1892
168967,CITY OF LA GRANGE,MISSOURI,1832
169054,CITY OF LA MONTE,MISSOURI,1880
168986,CITY OF LA PLATA,MISSOURI,1881
168934,CITY OF LA RUSSELL,MISSOURI,1904
168976,CITY OF LACLEDE,MISSOURI,1866
208595,CITY OF LADDONIA,MISSOURI,1871
107710,CITY OF LADUE,MISSOURI,1936
168839,CITY OF LAKE ANNETTE,MISSOURI,1982
168960,CITY OF LAKE LAFAYETTE,MISSOURI,1994
168930,CITY OF LAKE LOTAWANA,MISSOURI,1958
129542,CITY OF LAKE OZARK,MISSOURI,1966
204832,CITY OF LAKE SAINT LOUIS,MISSOURI,1975
193634,CITY OF LAKE TAPAWINGO,MISSOURI,1963
107686,CITY OF LAKE WAUKOMIS,MISSOURI,1956
168840,CITY OF LAKE WINNEBAGO,MISSOURI,1975
169135,CITY OF LAKESHIRE,MISSOURI,1951
107583,CITY OF LAMAR,MISSOURI,1867
168798,CITY OF LAMAR HEIGHTS,MISSOURI,1951
169177,CITY OF LAMBERT VILLAGE,MISSOURI,
168982,CITY OF LANAGAN,MISSOURI,1963
169166,CITY OF LANCASTER,MISSOURI,1889
168901,CITY OF LAREDO,MISSOURI,1948
168858,CITY OF LATHROP,MISSOURI,1881
169015,CITY OF LAURIE,MISSOURI,1966
190684,CITY OF LAWSON,MISSOURI,1871
129589,CITY OF LEADINGTON,MISSOURI,1976
169113,CITY OF LEADWOOD,MISSOURI,1964
107610,CITY OF LEASBURG,MISSOURI,1919
168952,CITY OF LEBANON,MISSOURI,1959
168926,CITY OF LEES SUMMIT,MISSOURI,1868
168950,CITY OF LEETON,MISSOURI,1946
212060,CITY OF LEVASY,MISSOURI,1901
168968,CITY OF LEWISTOWN,MISSOURI,1924
129526,CITY OF LEXINGTON,MISSOURI,1845
204816,CITY OF LIBERAL,MISSOURI,1882
107603,CITY OF LIBERTY,MISSOURI,1861
169201,CITY OF LICKING,MISSOURI,1935
107673,CITY OF LILBOURN,MISSOURI,1910
168806,CITY OF LINCOLN,MISSOURI,1869
204831,CITY OF LINN,MISSOURI,1911
168821,CITY OF LINN CREEK,MISSOURI,1932
129535,CITY OF LINNEUS,MISSOURI,1859
168872,CITY OF LOCKWOOD,MISSOURI,1883
168862,CITY OF LOHMAN,MISSOURI,1906
129516,CITY OF LONE JACK,MISSOURI,1980
202066,CITY OF LOUISIANA,MISSOURI,1848
129586,CITY OF LOWRY CITY,MISSOURI,1897
169004,CITY OF LUPUS,MISSOURI,1901
208631,CITY OF MACON,MISSOURI,1859
107670,CITY OF MADISON,MISSOURI,1894
168915,CITY OF MAITLAND,MISSOURI,1881
208615,CITY OF MALDEN,MISSOURI,1878
169161,CITY OF MALTA BEND,MISSOURI,1956
169137,CITY OF MANCHESTER,MISSOURI,1959
193648,CITY OF MANSFIELD,MISSOURI,1900
107711,CITY OF MAPLEWOOD,MISSOURI,1908
168808,CITY OF MARBLE HILL,MISSOURI,1947
168977,CITY OF MARCELINE,MISSOURI,1888
129528,CITY OF MARIONVILLE,MISSOURI,1885
208632,CITY OF MARQUAND,MISSOURI,1967
129608,CITY OF MARSHALL,MISSOURI,1839
169216,CITY OF MARSHFIELD,MISSOURI,1869
129551,CITY OF MARSTON,MISSOURI,1898
129623,CITY OF MARTHASVILLE,MISSOURI,1920
168788,CITY OF MARTINSBURG,MISSOURI,1857
169157,CITY OF MARYLAND HEIGHTS,MISSOURI,1985
169032,CITY OF MARYVILLE,MISSOURI,1854
169016,CITY OF MATTHEWS,MISSOURI,1943
168880,CITY OF MAYSVILLE,MISSOURI,1845
168957,CITY OF MAYVIEW,MISSOURI,1957
129501,CITY OF MCFALL,MISSOURI,1852
129547,CITY OF MCKITTRICK,MISSOURI,1909
168978,CITY OF MEADVILLE,MISSOURI,1859
107720,CITY OF MEMPHIS,MISSOURI,1883
107599,CITY OF MENDON,MISSOURI,1890
168990,CITY OF MERCER,MISSOURI,1886
107735,CITY OF MERRIAM WOODS,MISSOURI,1986
107678,CITY OF META,MISSOURI,1959
204815,CITY OF MEXICO,MISSOURI,1857
169162,CITY OF MIAMI,MISSOURI,1838
193637,CITY OF MIDDLETOWN,MISSOURI,1962
169196,CITY OF MILAN,MISSOURI,1877
107652,CITY OF MILLER,MISSOURI,1915
168797,CITY OF MINDENMINES,MISSOURI,1903
193645,CITY OF MINER,MISSOURI,1951
129482,CITY OF MISSOURI CITY,MISSOURI,1859
107694,CITY OF MOBERLY,MISSOURI,1868
138842,CITY OF MOKANE,MISSOURI,1979
169139,CITY OF MOLINE ACRES,MISSOURI,1949
107581,CITY OF MONETT,MISSOURI,1888
169006,CITY OF MONROE CITY,MISSOURI,1869
169010,CITY OF MONTGOMERY CITY,MISSOURI,1859
168908,CITY OF MONTROSE,MISSOURI,1871
169017,CITY OF MOREHOUSE,MISSOURI,1905
186262,CITY OF MORLEY,MISSOURI,1868
107621,CITY OF MORRISON,MISSOURI,1899
169070,CITY OF MORRISVILLE,MISSOURI,1906
168851,CITY OF MOSBY,MISSOURI,1956
129532,CITY OF MOSCOW MILLS,MISSOURI,1821
107634,CITY OF MOUND CITY,MISSOURI,1857
168962,CITY OF MOUNT VERNON,MISSOURI,1848
208659,CITY OF MOUNTAIN GROVE,MISSOURI,1894
168919,CITY OF MOUNTAIN VIEW,MISSOURI,1917
168958,CITY OF NAPOLEON,MISSOURI,1887
129584,CITY OF NAYLOR,MISSOURI,1909
168935,CITY OF NECK CITY,MISSOURI,1899
208600,CITY OF NEELYVILLE,MISSOURI,1883
107718,CITY OF NELSON,MISSOURI,1892
169020,CITY OF NEOSHO,MISSOURI,1878
194632,CITY OF NEVADA,MISSOURI,1880
129464,CITY OF NEW BLOOMFIELD,MISSOURI,1971
186242,CITY OF NEW CAMBRIA,MISSOURI,1869
129548,CITY OF NEW FLORENCE,MISSOURI,1869
107635,CITY OF NEW FRANKLIN,MISSOURI,1835
208618,CITY OF NEW HAMPTON,MISSOURI,1882
107619,CITY OF NEW HAVEN,MISSOURI,1858
169079,CITY OF NEW LONDON,MISSOURI,1870
129552,CITY OF NEW MADRID,MISSOURI,1803
107698,CITY OF NEW MELLE,MISSOURI,1978
129567,CITY OF NEWBURG,MISSOURI,1888
129616,CITY OF NEWTOWN,MISSOURI,1961
190692,CITY OF NIANGUA,MISSOURI,1964
107600,CITY OF NIXA,MISSOURI,1946
107661,CITY OF NOEL,MISSOURI,1946
107596,CITY OF NORBORNE,MISSOURI,1874
169140,CITY OF NORMANDY,MISSOURI,1945
168852,CITY OF NORTH KANSAS CITY,MISSOURI,1912
169063,CITY OF NORTHMOOR,MISSOURI,1954
129597,CITY OF NORTHWOODS,MISSOURI,1940
107742,CITY OF NORWOOD,MISSOURI,1927
190663,CITY OF NOVINGER,MISSOURI,1879
208643,CITY OF O'FALLON,MISSOURI,1912
204822,CITY OF OAK GROVE,MISSOURI,1881
169141,CITY OF OAKLAND,MISSOURI,1920
107651,CITY OF ODESSA,MISSOURI,1880
168970,CITY OF OLD MONROE,MISSOURI,1960
169142,CITY OF OLIVETTE,MISSOURI,1930
204825,CITY OF OLYMPIAN VILLAGE,MISSOURI,1965
169174,CITY OF ORAN,MISSOURI,1869
129511,CITY OF OREGON,MISSOURI,1841
129518,CITY OF ORONOGO,MISSOURI,1873
169088,CITY OF ORRICK,MISSOURI,1872
208604,CITY OF OSAGE BEACH,MISSOURI,1959
190672,CITY OF OSBORN,MISSOURI,1887
186254,CITY OF OSCEOLA,MISSOURI,1883
168865,CITY OF OTTERVILLE,MISSOURI,1878
190687,CITY OF OVERLAND,MISSOURI,1939
129500,CITY OF OWENSVILLE,MISSOURI,1911
168845,CITY OF OZARK,MISSOURI,1888
208616,CITY OF PACIFIC,MISSOURI,1859
202068,CITY OF PAGEDALE,MISSOURI,1950
168989,CITY OF PALMYRA,MISSOURI,1855
169007,CITY OF PARIS,MISSOURI,1842
204833,CITY OF PARK HILLS,MISSOURI,1994
169064,CITY OF PARKVILLE,MISSOURI,1858
202061,CITY OF PARMA,MISSOURI,1903
129558,CITY OF PARNELL,MISSOURI,1888
169143,CITY OF PASADENA HILLS,MISSOURI,1935
208612,CITY OF PATTONSBURG,MISSOURI,1906
129473,CITY OF PECULIAR,MISSOURI,1953
107692,CITY OF PERRY,MISSOURI,1891
169052,CITY OF PERRYVILLE,MISSOURI,1856
107646,CITY OF PEVELY,MISSOURI,1953
169033,CITY OF PICKERING,MISSOURI,
204837,CITY OF PIEDMONT,MISSOURI,1873
168963,CITY OF PIERCE CITY,MISSOURI,1870
168866,CITY OF PILOT GROVE,MISSOURI,1880
168921,CITY OF PILOT KNOB,MISSOURI,1946
169144,CITY OF PINE LAWN,MISSOURI,1947
208630,CITY OF PINEVILLE,MISSOURI,1919
129571,CITY OF PLATTE CITY,MISSOURI,1882
107687,CITY OF PLATTE WOODS,MISSOURI,1946
168859,CITY OF PLATTSBURG,MISSOURI,1861
194614,CITY OF PLEASANT HILL,MISSOURI,1859
169071,CITY OF PLEASANT HOPE,MISSOURI,1980
212971,CITY OF PLEASANT VALLEY,MISSOURI,1962
107592,CITY OF POLO,MISSOURI,1953
129460,CITY OF POPLAR BLUFF,MISSOURI,1870
193642,CITY OF PORTAGE DES SIOUX,MISSOURI,1854
208634,CITY OF PORTAGEVILLE,MISSOURI,1900
169213,CITY OF POTOSI,MISSOURI,1826
169076,CITY OF POWERSVILLE,MISSOURI,1911
204820,CITY OF PRAIRIE HOME,MISSOURI,1954
186243,CITY OF PRINCETON,MISSOURI,1891
107645,CITY OF PURCELL,MISSOURI,1904
107658,CITY OF PURDIN,MISSOURI,1968
129452,CITY OF PURDY,MISSOURI,1904
169186,CITY OF PUXICO,MISSOURI,1884
169167,CITY OF QUEEN CITY,MISSOURI,1863
168814,CITY OF QULIN,MISSOURI,1952
169035,CITY OF RAVENWOOD,MISSOURI,1898
107736,CITY OF RAYMONDVILLE,MISSOURI,1942
168838,CITY OF RAYMORE,MISSOURI,1872
194628,CITY OF RAYTOWN,MISSOURI,1950
168782,CITY OF REA,MISSOURI,1914
169190,CITY OF REEDS SPRING,MISSOURI,1947
190673,CITY OF REPUBLIC,MISSOURI,1871
168803,CITY OF RICH HILL,MISSOURI,1880
107690,CITY OF RICHLAND,MISSOURI,1884
212974,CITY OF RICHMOND,MISSOURI,1827
169145,CITY OF RICHMOND HEIGHTS,MISSOURI,1913
168905,CITY OF RIDGEWAY,MISSOURI,1884
169018,CITY OF RISCO,MISSOURI,1934
169065,CITY OF RIVERSIDE,MISSOURI,1951
225389,CITY OF ROCHEPORT,MISSOURI,1835
107712,CITY OF ROCK HILL,MISSOURI,1929
204814,CITY OF ROCK PORT,MISSOURI,1878
169198,CITY OF ROCKAWAY BEACH,MISSOURI,1934
168804,CITY OF ROCKVILLE,MISSOURI,1884
107740,CITY OF ROGERSVILLE,MISSOURI,1945
107684,CITY OF ROLLA,MISSOURI,1861
168891,CITY OF ROSEBUD,MISSOURI,1911
186220,CITY OF ROSENDALE,MISSOURI,1963
107608,CITY OF RUSSELLVILLE,MISSOURI,1895
107615,CITY OF SALEM,MISSOURI,1881
208606,CITY OF SALISBURY,MISSOURI,1882
129519,CITY OF SARCOXIE,MISSOURI,1868
129450,CITY OF SAVANNAH,MISSOURI,1842
169206,CITY OF SCHELL,MISSOURI,1879
169176,CITY OF SCOTT CITY,MISSOURI,1980
129566,CITY OF SEDALIA,MISSOURI,1864
168791,CITY OF SELIGMAN,MISSOURI,1952
129496,CITY OF SENATH,MISSOURI,1882
208637,CITY OF SENECA,MISSOURI,1868
169217,CITY OF SEYMOUR,MISSOURI,1895
169182,CITY OF SHELBINA,MISSOURI,1867
107728,CITY OF SHELBYVILLE,MISSOURI,1867
169207,CITY OF SHELDON,MISSOURI,1883
186259,CITY OF SHREWSBURY,MISSOURI,1913
107723,CITY OF SIKESTON,MISSOURI,1874
168971,CITY OF SILEX,MISSOURI,1886
129559,CITY OF SKIDMORE,MISSOURI,1880
129609,CITY OF SLATER,MISSOURI,1878
202065,CITY OF SMITHTON,MISSOURI,1955
107605,CITY OF SMITHVILLE,MISSOURI,1867
129611,CITY OF SOUTH GORIN,MISSOURI,1889
107662,CITY OF SOUTHWEST CITY,MISSOURI,1886
208608,CITY OF SPARTA,MISSOURI,1885
129504,CITY OF SPICKARD,MISSOURI,1871
168896,CITY OF SPRINGFIELD,MISSOURI,1838
129599,CITY OF ST ANN,MISSOURI,1948
169095,CITY OF ST CHARLES,MISSOURI,1809
129498,CITY OF ST CLAIR,MISSOURI,1882
193641,CITY OF ST JAMES,MISSOURI,1892
169148,CITY OF ST JOHNS,MISSOURI,1945
212058,CITY OF ST JOSEPH,MISSOURI,1845
169159,CITY OF ST LOUIS,MISSOURI,1809
168863,CITY OF ST MARTINS,MISSOURI,1972
107717,CITY OF ST MARY,MISSOURI,1867
107699,CITY OF ST PAUL,MISSOURI,1976
194619,CITY OF ST PETERS,MISSOURI,1910
169073,CITY OF ST ROBERT,MISSOURI,1953
129487,CITY OF ST THOMAS,MISSOURI,1962
168895,CITY OF STANBERRY,MISSOURI,1879
129605,CITY OF STE GENEVIEVE,MISSOURI,1805
169045,CITY OF STEELE,MISSOURI,1901
168869,CITY OF STEELVILLE,MISSOURI,1850
208613,CITY OF STEWARTSVILLE,MISSOURI,1869
190668,CITY OF STOCKTON,MISSOURI,1846
168964,CITY OF STOTTS CITY,MISSOURI,1895
129549,CITY OF STOVER,MISSOURI,1903
129502,CITY OF STRAFFORD,MISSOURI,1968
129474,CITY OF STRASBURG,MISSOURI,1966
129458,CITY OF STURGEON,MISSOURI,1856
212973,CITY OF SUGAR CREEK,MISSOURI,1920
168889,CITY OF SULLIVAN,MISSOURI,1883
129620,CITY OF SUMMERSVILLE,MISSOURI,1936
168844,CITY OF SUMNER,MISSOURI,1882
208651,CITY OF SUNSET HILLS,MISSOURI,1957
169164,CITY OF SWEET SPRINGS,MISSOURI,1870
186245,CITY OF SYRACUSE,MISSOURI,1894
168864,CITY OF TAOS,MISSOURI,1972
168785,CITY OF TARKIO,MISSOURI,1881
169037,CITY OF THAYER,MISSOURI,1890
107627,CITY OF TINDALL,MISSOURI,1920
169005,CITY OF TIPTON,MISSOURI,1858
169151,CITY OF TOWN AND COUNTRY,MISSOURI,1950
169066,CITY OF TRACY,MISSOURI,1883
168902,CITY OF TRENTON,MISSOURI,1857
107607,CITY OF TRIMBLE,MISSOURI,1909
129478,CITY OF TRIPLETT,MISSOURI,1881
129533,CITY OF TROY,MISSOURI,1819
169209,CITY OF TRUESDALE,MISSOURI,1927
194623,CITY OF UNION,MISSOURI,1851
168881,CITY OF UNION STAR,MISSOURI,1935
129577,CITY OF UNIONVILLE,MISSOURI,1857
169152,CITY OF UNIVERSITY CITY,MISSOURI,1906
129491,CITY OF URBANA,MISSOURI,1960
208620,CITY OF URICH,MISSOURI,1885
129601,CITY OF VALLEY PARK,MISSOURI,1917
190667,CITY OF VAN BUREN,MISSOURI,1927
107580,CITY OF VANDALIA,MISSOURI,1874
107714,CITY OF VELDA VILLAGE,MISSOURI,1938
107654,CITY OF VERONA,MISSOURI,1916
169013,CITY OF VERSAILLES,MISSOURI,1878
129514,CITY OF VIBURNUM,MISSOURI,1959
208633,CITY OF VIENNA,MISSOURI,1953
169154,CITY OF VINITA PARK,MISSOURI,1950
193635,CITY OF WACO,MISSOURI,1919
190691,CITY OF WALKER,MISSOURI,1870
168897,CITY OF WALNUT GROVE,MISSOURI,1934
169046,CITY OF WARDELL,MISSOURI,1912
204826,CITY OF WARRENSBURG,MISSOURI,1855
169210,CITY OF WARRENTON,MISSOURI,1864
107585,CITY OF WARSAW,MISSOURI,1861
208649,CITY OF WARSON WOODS,MISSOURI,1936
129454,CITY OF WASHBURN,MISSOURI,1962
168890,CITY OF WASHINGTON,MISSOURI,1841
129527,CITY OF WAVERLY,MISSOURI,1882
168848,CITY OF WAYLAND,MISSOURI,1962
169074,CITY OF WAYNESVILLE,MISSOURI,1931
169067,CITY OF WEATHERBY LAKE,MISSOURI,1959
129509,CITY OF WEAUBLEAU,MISSOURI,1899
168937,CITY OF WEBB CITY,MISSOURI,1876
194631,CITY OF WEBSTER GROVES,MISSOURI,1896
169097,CITY OF WELDON SPRING,MISSOURI,1984
168959,CITY OF WELLINGTON,MISSOURI,1891
129603,CITY OF WELLSTON,MISSOURI,1949
169011,CITY OF WELLSVILLE,MISSOURI,1891
107697,CITY OF WENTZVILLE,MISSOURI,1872
208623,CITY OF WEST PLAINS,MISSOURI,1883
107579,CITY OF WESTBORO,MISSOURI,1882
194629,CITY OF WESTON,MISSOURI,1842
169040,CITY OF WESTPHALIA,MISSOURI,1905
168912,CITY OF WHEATLAND,MISSOURI,1964
168792,CITY OF WHEATON,MISSOURI,1935
107659,CITY OF WHEELING,MISSOURI,1964
190688,CITY OF WILDWOOD,MISSOURI,1995
168898,CITY OF WILLARD,MISSOURI,1949
138860,CITY OF WILLIAMSVILLE,MISSOURI,1887
190675,CITY OF WILLOW SPRINGS,MISSOURI,1888
169156,CITY OF WINCHESTER,MISSOURI,1935
107631,CITY OF WINDSOR,MISSOURI,1873
107656,CITY OF WINFIELD,MISSOURI,1882
186263,CITY OF WINONA,MISSOURI,1888
129582,CITY OF WOOD HEIGHTS,MISSOURI,1978
208650,CITY OF WOODSON TERRACE,MISSOURI,1954
194626,CITY OF WRIGHT CITY,MISSOURI,1869
168849,CITY OF WYACONDA,MISSOURI,1899
168999,CITY OF WYATT,MISSOURI,1954
186229,TOWN OF AMITY,MISSOURI,1907
169168,TOWN OF ARBELA,MISSOURI,1877
129560,TOWN OF ARGYLE,MISSOURI,1908
208652,TOWN OF ARROW ROCK,MISSOURI,1820
107696,TOWN OF AUGUSTA,MISSOURI,1855
208628,TOWN OF AULLVILLE,MISSOURI,1905
168932,TOWN OF AVILLA,MISSOURI,1858
204818,TOWN OF BIRMINGHAM,MISSOURI,1889
169193,TOWN OF BLUE EYE,MISSOURI,1946
168993,TOWN OF BRUMLEY,MISSOURI,1926
169081,TOWN OF CAIRO,MISSOURI,1886
190679,TOWN OF CAVE,MISSOURI,
168860,TOWN OF CENTERTOWN,MISSOURI,1901
236073,TOWN OF CHARMWOOD,MISSOURI,2011
168913,TOWN OF CORNING,MISSOURI,1868
168833,TOWN OF CREIGHTON,MISSOURI,1885
208605,TOWN OF DALTON,MISSOURI,1872
168955,TOWN OF DOVER,MISSOURI,1900
208617,TOWN OF EAGLEVILLE,MISSOURI,1877
129572,TOWN OF FARLEY,MISSOURI,1850
169062,TOWN OF FERRELVIEW,MISSOURI,1928
168939,TOWN OF FIDELITY,MISSOURI,1965
168914,TOWN OF FORTESCUE,MISSOURI,1918
169039,TOWN OF FREEBURG,MISSOURI,1909
168961,TOWN OF FREISTATT,MISSOURI,1916
169104,TOWN OF GERSTER,MISSOURI,1966
168807,TOWN OF GLENALLEN,MISSOURI,1906
169022,TOWN OF GRAND FALLS PLAZA,MISSOURI,1993
129607,TOWN OF GRAND PASS,MISSOURI,1889
129557,TOWN OF GUILFORD,MISSOURI,1880
168811,TOWN OF HARRISBURG,MISSOURI,1897
168810,TOWN OF HARTSBURG,MISSOURI,1902
169203,TOWN OF HARWOOD,MISSOURI,1822
129545,TOWN OF HOLLIDAY,MISSOURI,1890
169195,TOWN OF HUMPHREYS,MISSOURI,1880
217001,TOWN OF HUNTSDALE,MISSOURI,1906
168805,TOWN OF IONIA,MISSOURI,1904
240469,TOWN OF JANE,MISSOURI,2005
107593,TOWN OF KINGDOM CITY,MISSOURI,1967
169023,TOWN OF LOMA LINDA,MISSOURI,1995
107680,TOWN OF LONGTOWN,MISSOURI,1871
168874,TOWN OF LOUISBURG,MISSOURI,1969
208629,TOWN OF LUDLOW,MISSOURI,1922
169204,TOWN OF METZ,MISSOURI,1907
129621,TOWN OF MILO,MISSOURI,1884
129624,TOWN OF MINERAL POINT,MISSOURI,1905
129531,TOWN OF MONTICELLO,MISSOURI,1833
169163,TOWN OF MOUNT LEONARD,MISSOURI,1881
129506,TOWN OF MOUNT MORIAH,MISSOURI,1897
168951,TOWN OF NEWARK,MISSOURI,1872
129553,TOWN OF NEWTONIA,MISSOURI,1968
202067,TOWN OF NORWOOD COURT,MISSOURI,1949
